,Title,Studio_Abbreviation,Worldwide_Gross,Domestic_Gross,Domestic_Share,Overseas_Gross,Overseas_Share,Year_x,Genre,IMDB_Score,Metascore,Votes,Subgenre1,Subgrene2,Subgrene3,Actors,Awards,Country,Director,Language,Plot,Poster,Production,Rated,Ratings,Released,Runtime,Writer
707,Machete,Fox,44.1,26.6,60.3,17.5,39.7,2010,"Action, Crime, Thriller",6.6,60,181280,Action, Crime, Thriller,"Danny Trejo, Robert De Niro, Jessica Alba, Steven Seagal",2 wins & 6 nominations.,USA,"Ethan Maniquis, Robert Rodriguez","English, Spanish, Hungarian","After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",https://m.media-amazon.com/images/M/MV5BZWUxODc2NmItNThkNS00Mzc4LThlYTQtOTYwZjVhYjRiNmMwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",03 Sep 2010,105 min,"Robert Rodriguez, Álvaro Rodríguez"
708,When in Rome,BV,43.0,32.7,75.9,10.4,24.1,2010,"Comedy, Romance",5.6,25,57032,Comedy, Romance,,"Kristen Bell, Josh Duhamel, Anjelica Huston, Danny DeVito",3 nominations.,USA,Mark Steven Johnson,"English, Italian, Ukrainian","Beth is a young, ambitious New Yorker who is completely unlucky in love. However, on a whirlwind trip to Rome, she impulsively steals some coins from a reputed fountain of love, and is then aggressively pursued by a band of suitors.",https://m.media-amazon.com/images/M/MV5BMTM0OTQ3MjgzN15BMl5BanBnXkFtZTcwMjMyNzg3Mg@@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",29 Jan 2010,91 min,"David Diamond, David Weissman"
709,For Colored Girls,LGF,37.7,37.7,100.0,17.3,0.0,2010,Drama,6.1,50,6681,Drama,,,"Kimberly Elise, Janet Jackson, Loretta Devine, Thandie Newton",14 wins & 16 nominations.,USA,Tyler Perry,English,"Each of the women portray one of the characters represented in the collection of twenty poems, revealing different issues that impact women in general and women of color in particular.",https://m.media-amazon.com/images/M/MV5BMTExMTA5NjkxNjVeQTJeQWpwZ15BbWU3MDg0NDM5OTM@._V1_SX300.jpg,Lionsgate,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",05 Nov 2010,133 min,"Tyler Perry (screenplay), Ntozake Shange (play)"
710,Brooklyn's Finest,Over.,36.4,27.2,74.5,9.3,25.5,2010,"Crime, Drama, Thriller",6.7,43,57662,Crime, Drama, Thriller,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes",1 win & 10 nominations.,USA,Antoine Fuqua,English,Three unconnected Brooklyn cops wind up at the same deadly location after enduring vastly different career paths.,https://m.media-amazon.com/images/M/MV5BMTUyMTI5MTY5MV5BMl5BanBnXkFtZTcwNzAyOTMwMw@@._V1_SX300.jpg,Overture Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",05 Mar 2010,132 min,Michael C. Martin
711,Leap Year,Uni.,32.6,25.9,79.5,6.7,20.5,2010,"Comedy, Romance",6.5,33,85211,Comedy, Romance,,"Amy Adams, Matthew Goode, Adam Scott, John Lithgow",,"USA, Ireland",Anand Tucker,"English, Ukrainian","Anna Brady plans to travel to Dublin, Ireland to propose marriage to her boyfriend Jeremy on Leap Day, because, according to Irish tradition, a man who receives a marriage proposal on a leap day must accept it.",https://m.media-amazon.com/images/M/MV5BMTgzMTQ2MDQxMF5BMl5BanBnXkFtZTcwODEzOTg5Mg@@._V1_SX300.jpg,Universal Pictures/Spyglass,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",08 Jan 2010,100 min,"Deborah Kaplan, Harry Elfont"
712,You Again,BV,32.0,25.7,80.3,6.3,19.7,2010,"Comedy, Family, Romance",5.8,28,46398,Comedy, Family, Romance,"Kristen Bell, Jamie Lee Curtis, Sigourney Weaver, Odette Annable",2 wins.,USA,Andy Fickman,"English, French, German, Spanish, Hawaiian, Japanese, Italian, Hebrew","When a young woman realizes her brother is about to marry the girl who bullied her in high school, she sets out to expose the fiancée's true colors.",https://m.media-amazon.com/images/M/MV5BMTM5MzkyMDY0MV5BMl5BanBnXkFtZTcwNDkxNDc1Mw@@._V1_SX300.jpg,Touchstone Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",24 Sep 2010,105 min,Moe Jelline
713,The Losers,WB,29.4,23.6,80.3,5.8,19.7,2010,"Action, Adventure, Crime",6.4,44,83091,Action, Adventure, Crime,"Jeffrey Dean Morgan, Zoe Saldana, Chris Evans, Idris Elba",1 win & 7 nominations.,USA,Sylvain White,English,"A CIA special forces team are betrayed and left for dead by their superiors, galvanizing them to mount an offensive on the CIA.",https://m.media-amazon.com/images/M/MV5BMjU3MTU0NDI4Nl5BMl5BanBnXkFtZTcwMTE0NDMyMw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",23 Apr 2010,97 min,"Peter Berg (screenplay), James Vanderbilt (screenplay), Andy Diggle (comic book series), Jock (comic book series)"
714,The Girl on the Train,Strand,305.0,208.0,68.2,97.1,31.8,2010,"Crime, Drama, Mystery",6.5,48,148219,Crime, Drama, Mystery,"Emily Blunt, Haley Bennett, Rebecca Ferguson, Justin Theroux",Nominated for 1 BAFTA Film Award. Another 4 wins & 10 nominations.,USA,Tate Taylor,"English, Spanish",A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.,https://m.media-amazon.com/images/M/MV5BNzFlMjA0ZmUtZWI0Mi00ZGJkLTlmMmYtZmE1ODZiMjhjMGM0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",07 Oct 2016,112 min,"Erin Cressida Wilson (screenplay by), Paula Hawkins (based on the novel by)"
715,Avatar,Fox,2777.2,749.8,27.0,2027.5,73.0,2009,"Action, Adventure, Fantasy",7.8,83,1032375,Action, Adventure, Fantasy,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Stephen Lang",Won 3 Oscars. Another 85 wins & 128 nominations.,"UK, USA",James Cameron,"English, Spanish",A paraplegic marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,https://m.media-amazon.com/images/M/MV5BMTYwOTEwNjAzMl5BMl5BanBnXkFtZTcwODc5MTUwMw@@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",18 Dec 2009,162 min,James Cameron
716,Ice Age: Dawn of the Dinosaurs,Fox,886.7,196.6,22.2,690.1,77.8,2009,"Animation, Action, Adventure",7.0,50,201063,Animation, Action, Adventure,"Eunice Cho, Karen Disher, Harrison Fahn, Maile Flanagan",3 wins & 13 nominations.,USA,"Carlos Saldanha, Mike Thurmeier(co-director)",English,"When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him.",https://m.media-amazon.com/images/M/MV5BMTMzNDkzMTcyOV5BMl5BanBnXkFtZTcwNDIzMjM2MQ@@._V1_SX300.jpg,20th Century Fox/Emerging Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",01 Jul 2009,94 min,"Peter Ackerman (screenplay), Michael Berg (screenplay), Yoni Brenner (screenplay), Jason Carter Eaton (story), Mike Reiss (screenplay)"
717,Transformers: Revenge of the Fallen,P/DW,836.3,402.1,48.1,434.2,51.9,2009,"Action, Adventure, Sci-Fi",6.0,35,362257,Action, Adventure, Sci-Fi,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson",Nominated for 1 Oscar. Another 15 wins & 27 nominations.,USA,Michael Bay,"English, Spanish","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",https://m.media-amazon.com/images/M/MV5BNjk4OTczOTk0NF5BMl5BanBnXkFtZTcwNjQ0NzMzMw@@._V1_SX300.jpg,Paramount/Dreamworks,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",24 Jun 2009,150 min,"Ehren Kruger, Roberto Orci, Alex Kurtzman"
718,2012,Sony,769.7,166.1,21.6,603.6,78.4,2009,"Action, Adventure, Sci-Fi",5.8,49,325101,Action, Adventure, Sci-Fi,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton",5 wins & 21 nominations.,USA,Roland Emmerich,"English, French, Tibetan, Mandarin, Russian, Hindi, Portuguese, Latin, Italian, Spanish",A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,https://m.media-amazon.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@._V1_SX300.jpg,Sony Pictures/Columbia,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",13 Nov 2009,158 min,"Roland Emmerich, Harald Kloser"
719,Up,BV,735.1,293.0,39.9,442.1,60.1,2009,"Animation, Adventure, Comedy",8.3,88,832824,Animation, Adventure, Comedy,"Edward Asner, Christopher Plummer, Jordan Nagai, Bob Peterson",Won 2 Oscars. Another 74 wins & 81 nominations.,USA,"Pete Docter, Bob Peterson(co-director)",English,"Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway.",https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",29 May 2009,96 min,"Pete Docter (story by), Bob Peterson (story by), Tom McCarthy (story by), Bob Peterson (screenplay by), Pete Docter (screenplay by)"
720,The Twilight Saga: New Moon,Sum.,709.7,296.6,41.8,413.1,58.2,2009,"Adventure, Drama, Fantasy",4.7,44,246587,Adventure, Drama, Fantasy,"Kristen Stewart, Christina Jastrzembska, Robert Pattinson, Billy Burke",20 wins & 24 nominations.,USA,Chris Weitz,"English, Italian","Edward leaves Bella after an attack that nearly claimed her life, and in her depression she falls into yet another paranormal relationship - this time with werewolf Jacob Black.",https://m.media-amazon.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_SX300.jpg,Summit Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",20 Nov 2009,130 min,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)"
721,Sherlock Holmes,WB,524.0,209.0,39.9,315.0,60.1,2009,"Action, Adventure, Crime",7.6,57,544063,Action, Adventure, Crime,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong",Nominated for 2 Oscars. Another 10 wins & 27 nominations.,"USA, Germany, UK",Guy Ritchie,"English, French",Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,https://m.media-amazon.com/images/M/MV5BMTg0NjEwNjUxM15BMl5BanBnXkFtZTcwMzk0MjQ5Mg@@._V1_SX300.jpg,Warner Bros. Pictures/Village Roadshow,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",25 Dec 2009,128 min,"Michael Robert Johnson (screenplay), Anthony Peckham (screenplay), Simon Kinberg (screenplay), Lionel Wigram (screen story), Michael Robert Johnson (screen story), Arthur Conan Doyle (characters: Sherlock Holmes,  Dr. Watson)"
722,Angels & Demons,Sony,485.9,133.4,27.4,352.6,72.6,2009,"Mystery, Thriller",6.7,48,250104,Mystery, Thriller,,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård",1 win & 5 nominations.,"USA, Italy",Ron Howard,"English, Italian, Latin, French, Swiss German, German, Chinese, Spanish, Polish",Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.,https://m.media-amazon.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_SX300.jpg,Sony/Columbia Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",15 May 2009,138 min,"David Koepp (screenplay), Akiva Goldsman (screenplay), Dan Brown (novel)"
723,The Hangover,WB,467.5,277.3,59.3,190.2,40.7,2009,Comedy,7.7,73,663903,Comedy,,,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha",Won 1 Golden Globe. Another 12 wins & 25 nominations.,"USA, Germany",Todd Phillips,English,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",https://m.media-amazon.com/images/M/MV5BNGQwZjg5YmYtY2VkNC00NzliLTljYTctNzI5NmU3MjE2ODQzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",05 Jun 2009,100 min,"Jon Lucas, Scott Moore"
724,Night at the Museum: Battle of the Smithsonian,Fox,413.1,177.2,42.9,235.9,57.1,2009,"Adventure, Comedy, Family",6.0,42,158854,Adventure, Comedy, Family,"Ben Stiller, Amy Adams, Owen Wilson, Hank Azaria",2 wins & 9 nominations.,"USA, Canada",Shawn Levy,English,"Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.",https://m.media-amazon.com/images/M/MV5BMGZjZDE2NjUtMzVkNy00N2UyLTg5MjYtYzY1ZmM1YWY3ZTZmXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",22 May 2009,105 min,"Robert Ben Garant, Thomas Lennon, Robert Ben Garant (characters), Thomas Lennon (characters)"
725,Star Trek,Par.,385.7,257.7,66.8,128.0,33.2,2009,"Action, Adventure, Sci-Fi",8.0,82,553886,Action, Adventure, Sci-Fi,"Chris Pine, Zachary Quinto, Leonard Nimoy, Eric Bana",Won 1 Oscar. Another 23 wins & 92 nominations.,"USA, Germany",J.J. Abrams,English,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,https://m.media-amazon.com/images/M/MV5BMjE5NDQ5OTE4Ml5BMl5BanBnXkFtZTcwOTE3NDIzMw@@._V1_SX300.jpg,IMAX,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",08 May 2009,127 min,"Roberto Orci, Alex Kurtzman, Gene Roddenberry (television series ""Star Trek"")"
726,X-Men Origins: Wolverine,Fox,373.1,179.9,48.2,193.2,51.8,2009,"Action, Adventure, Sci-Fi",6.6,40,431103,Action, Adventure, Sci-Fi,"Hugh Jackman, Liev Schreiber, Danny Huston, Will.i.am",3 wins & 18 nominations.,"USA, UK",Gavin Hood,English,"The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine.",https://m.media-amazon.com/images/M/MV5BZWRhMzdhMzEtZTViNy00YWYyLTgxZmUtMTMwMWM0NTEyMjk3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",01 May 2009,107 min,"David Benioff (screenplay), Skip Woods (screenplay)"
727,Terminator Salvation,WB,371.4,125.3,33.7,246.0,66.3,2009,"Action, Adventure, Sci-Fi",6.6,49,317885,Action, Adventure, Sci-Fi,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter",2 wins & 13 nominations.,"USA, Germany, UK, Italy",McG,"English, Italian","In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",https://m.media-amazon.com/images/M/MV5BODE1MTM1MzA2NF5BMl5BanBnXkFtZTcwODQ5MTA2Mg@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",21 May 2009,115 min,"John Brancato, Michael Ferris"
728,Inglourious Basterds,Wein.,321.5,120.5,37.5,200.9,62.5,2009,"Adventure, Drama, War",8.3,69,1103144,Adventure, Drama, War,"Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth",Won 1 Oscar. Another 129 wins & 165 nominations.,"Germany, USA","Quentin Tarantino, Eli Roth","English, German, French, Italian","In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,The Weinstein Company,R,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",21 Aug 2009,153 min,Quentin Tarantino
729,The Proposal,BV,317.4,164.0,51.7,153.4,48.3,2009,"Comedy, Drama, Romance",6.7,48,269696,Comedy, Drama, Romance,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson",Nominated for 1 Golden Globe. Another 7 wins & 19 nominations.,USA,Anne Fletcher,English,A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.,https://m.media-amazon.com/images/M/MV5BOGM5YTNiYzktNmEwZC00ZjE5LWIyNzEtOTUwNDE0NmVkYzE3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",19 Jun 2009,108 min,Peter Chiarelli
730,The Blind Side,WB,309.2,256.0,82.8,53.2,17.2,2009,"Biography, Drama, Sport",7.7,53,264410,Biography, Drama, Sport,"Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head",Won 1 Oscar. Another 7 wins & 30 nominations.,USA,John Lee Hancock,English,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",https://m.media-amazon.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",20 Nov 2009,129 min,"John Lee Hancock, Michael Lewis (book)"
731,G.I. Joe: The Rise of Cobra,Par.,302.5,150.2,49.7,152.3,50.3,2009,"Action, Adventure, Sci-Fi",5.8,32,190179,Action, Adventure, Sci-Fi,"Adewale Akinnuoye-Agbaje, Christopher Eccleston, Grégory Fitoussi, Joseph Gordon-Levitt",3 wins & 16 nominations.,"USA, Czech Republic",Stephen Sommers,"English, French, Scottish Gaelic","An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",https://m.media-amazon.com/images/M/MV5BMTQzMTU1NzQwNl5BMl5BanBnXkFtZTcwNDg4NzMzMw@@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",07 Aug 2009,118 min,"Stuart Beattie (screenplay), David Elliot (screenplay), Paul Lovett (screenplay), Michael B. Gordon (story), Stuart Beattie (story), Stephen Sommers (story)"
732,G-Force,BV,292.8,119.4,40.8,173.4,59.2,2009,"Animation, Action, Adventure",5.1,41,38689,Animation, Action, Adventure,"Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner",1 win & 1 nomination.,USA,Hoyt Yeatman,English,A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.,https://m.media-amazon.com/images/M/MV5BMTM4NTY3MzY2MV5BMl5BanBnXkFtZTcwMDQ1NTM2Mg@@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",24 Jul 2009,88 min,"Cormac Wibberley (screenplay), Marianne Wibberley (screenplay), Hoyt Yeatman (story), David P.I. James (story)"
733,Cloudy with a Chance of Meatballs,Sony,243.0,124.9,51.4,118.1,48.6,2009,"Animation, Action, Adventure",7.0,66,183930,Animation, Action, Adventure,"Bill Hader, Anna Faris, James Caan, Andy Samberg",Nominated for 1 Golden Globe. Another 1 win & 13 nominations.,USA,"Phil Lord, Christopher Miller","English, French, Russian","A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst.",https://m.media-amazon.com/images/M/MV5BMTg0MjAwNDI5MV5BMl5BanBnXkFtZTcwODkyMzg2Mg@@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",18 Sep 2009,90 min,"Phil Lord (written for the screen by), Christopher Miller (written for the screen by), Judi Barrett (book), Ron Barrett (book), Rob Greenberg (additional screenplay material)"
734,It's Complicated,Uni.,219.1,112.7,51.5,106.4,48.5,2009,"Comedy, Drama, Romance",6.6,57,79865,Comedy, Drama, Romance,"Meryl Streep, Steve Martin, Alec Baldwin, John Krasinski",Nominated for 3 Golden Globes. Another 8 wins & 12 nominations.,"USA, Japan",Nancy Meyers,"English, French","When attending their son's college graduation, a couple reignite the spark in their relationship. But the complicated fact is they're divorced and he's remarried.",https://m.media-amazon.com/images/M/MV5BMjQ0NjM2NTI4N15BMl5BanBnXkFtZTcwNjQ2MDc5Mg@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",25 Dec 2009,120 min,Nancy Meyers
735,Public Enemies,Uni.,214.1,97.1,45.4,117.0,54.6,2009,"Biography, Crime, Drama",7.0,70,259755,Biography, Crime, Drama,"Christian Bale, Christian Stolte, Jason Clarke, Johnny Depp",1 win & 14 nominations.,"USA, Japan",Michael Mann,English,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",https://m.media-amazon.com/images/M/MV5BMGI4YTIxMDQtNDlmNC00ZDJhLWIyZGItM2QyODRiMTEzN2ViXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Universal Studios,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",01 Jul 2009,140 min,"Ronan Bennett (screenplay), Michael Mann (screenplay), Ann Biderman (screenplay), Bryan Burrough (book)"
736,District 9,TriS,210.8,115.6,54.9,95.2,45.1,2009,"Action, Sci-Fi, Thriller",7.9,81,599750,Action, Sci-Fi, Thriller,"Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike",Nominated for 4 Oscars. Another 30 wins & 110 nominations.,"South Africa, USA, New Zealand, Canada",Neill Blomkamp,"English, Nyanja, Afrikaans, Zulu, Xhosa, Southern Sotho",An extraterrestrial race forced to live in slum-like conditions on Earth suddenly finds a kindred spirit in a government agent who is exposed to their biotechnology.,https://m.media-amazon.com/images/M/MV5BYmQ5MzFjYWMtMTMwNC00ZGU5LWI3YTQtYzhkMGExNGFlY2Q0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Sony Pictures/Screen Gems,R,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",14 Aug 2009,112 min,"Neill Blomkamp, Terri Tatchell"
737,The Ugly Truth,Sony,205.3,88.9,43.3,116.4,56.7,2009,"Comedy, Romance",6.5,28,188354,Comedy, Romance,,"Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",3 wins & 5 nominations.,USA,Robert Luketic,English,An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.,https://m.media-amazon.com/images/M/MV5BMTM2MTM2OTUwNl5BMl5BanBnXkFtZTcwNTgwNTE0Mg@@._V1_SX300.jpg,Sony/Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",24 Jul 2009,96 min,"Nicole Eastman (screenplay), Karen McCullah (screenplay), Kirsten Smith (screenplay), Nicole Eastman (story)"
